"Area status","Region","Title","Details","Criteria","Qualifying Species","Supporting Species","jurisdiction"
"IMMA","Western Indian Ocean and Arabian Seas","Oman Arabian Sea IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/oman-arabian-sea/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B2, C3","Megaptera novaeangliae","Balaenoptera edeni, Balaenoptera musculus, Delphinus delphis tropicalis, Globicephala macrorhynchus, Grampus griseus, Kogia sima, Orcinus orca, Peponocephala electra, Physeter macrocephalus, Pseudorca crassidens, Sousa plumbea, Stenella longirostris, Tursiops aduncus, Tursiops truncatus, Ziphius cavirostris","Oman, Yemen"
"IMMA","Western Indian Ocean and Arabian Seas","Lamu Offshore IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/lamu-offshore/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A","Balaenoptera musculus","Balaenoptera edeni, Globicephala macrorhynchus, Grampus griseus, Indopacetus pacificus, Megaptera novaeangliae, Peponocephala electra, Physeter macrocephalus, Pseudorca crassidens, Stenella longirostris, Tursiops truncatus","Keyna, Somalia, Areas Beyond National Jurisdiction"
"IMMA","Western Indian Ocean and Arabian Seas","North East Arabian Sea IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/north-east-arabian-sea/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B2, C2, D2","Megaptera novaeangliae, Balaenoptera musculus, Kogia sima, Kogia breviceps, Tursiops aduncus, Stenella longirostris","Sousa plumbea, Balaenoptera edeni, Stenella attenuata, Steno bredanensis, Stenella coeruleoalba, Orcinus orca, Indopacetus pacificus, Ziphius cavirostris, Grampus griseus","India, Pakistan"
"IMMA","Western Indian Ocean and Arabian Seas","Gulf of Masirah and Offshore Waters IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/gulf-masirah-offshore-waters/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, C2, D2","Megaptera novaeangliae, Sousa plumbea","Balaenoptera edeni, Delphinus delphis, Orcinus orca, Physeter macrocephalus, Pseudorca crassidens, Stenella longirostris, Tursiops aduncus, Tursiops truncatus, Ziphius cavirostris","Oman"
"IMMA","Western Indian Ocean and Arabian Seas","Madagascar Central East Coast IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/madagascar-central-east-coast/"" rel="""" target=""_blank"">Read full IMMA summary</a>","B2, C1, C3","Megaptera novaeangliae","Feresa attenuata, Indopacetus pacificus, Peponocephala electra, Physeter macrocephalus, Pseudorca crassidens, Tursiops aduncus, Tursiops truncatus, Ziphius cavirostris","Madagascar"
"IMMA","Western Indian Ocean and Arabian Seas","Muscat Coastal Waters and Offshore Canyons IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/muscat-coastal-waters-offshore-canyons/"" rel="""" target=""_blank"">Read full IMMA summary</a>","C1, C2, D2","Stenella longirostris, Delphinus delphis, Tursiops truncatus, Balaenoptera edeni, Grampus griseus, Physeter macrocephalus, Pseudorca crassidens","Balaenoptera musculus, Feresa attenuata, Kogia sima, Megaptera novaeangliae, Orcinus orca, Stenella attenuata, Stenella coeruleoalba","Oman"
"IMMA","Western Indian Ocean and Arabian Seas","Northern Red Sea Islands IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/northern-red-sea-islands/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, C3, D1","Tursiops aduncus, Sousa plumbea","Dugong dugon, Grampus griseus, Megaptera novaeangliae, Pseudorca crassidens, Stenella attenuata, Stenella longirostris, Tursiops truncatus","Egypt"
"IMMA","Western Indian Ocean and Arabian Seas","Watamu-Malindi and Watamu Banks IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/watamu-malindi-watamu-banks/"" rel="""" target=""_blank"">Read full IMMA summary</a>","B1, C3","Tursiops aduncus, Megaptera novaeangliae","Sousa plumbea, Stenella longirostris, Globicephala macrorhynchus, Balaenoptera edeni, Orcinus orca, Physeter macrocephalus, Pseudorca crassidens","Kenya"
"IMMA","Western Indian Ocean and Arabian Seas","Gulf of Salwa IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/gulf-salwa/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B2, C1, C2","Dugong dugon","Balaenoptera edeni, Delphinus delphis, Neophocaena phocaenoides, Orcinus orca, Sousa plumbea, Tursiops aduncus","Bahrain, Qatar, Saudi Arabia"
"IMMA","Western Indian Ocean and Arabian Seas","Mozambique Coastal Breeding Grounds IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/mozambique-coastal-breeding-grounds/"" rel="""" target=""_blank"">Read full IMMA summary</a>","C1","Megaptera novaeangliae","Delphinus delphis, Eubalaena australis, Orcinus orca, Sousa plumbea, Stenella longirostris, Tursiops aduncus","Mozambique, South Africa"
"IMMA","Western Indian Ocean and Arabian Seas","South East African Coastal Migration Corridor IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/south-east-african-coastal-migration-corridor/"" rel="""" target=""_blank"">Read full IMMA summary</a>","C3","Megaptera novaeangliae","Eubalaena australis, Stenella longirostris, Orcinus orca, Tursiops aduncus, Sousa plumbea, Delphinus delphis","South Africa"
"IMMA","Western Indian Ocean and Arabian Seas","Southern Gulf and Coastal Waters IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/southern-gulf-coastal-waters/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B2, C1, C2","Sousa plumbea, Neophocaena phocaenoides, Dugong dugon, Tursiops aduncus","Megaptera novaeangliae, Balaenoptera edeni, Kogia sima, Orcinus orca","Qatar, Saudi Arabia, United Arab Emirates"
"IMMA","Western Indian Ocean and Arabian Seas","Southern Coastal and Shelf Waters of South Africa IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/southern-coastal-shelf-waters-south-africa/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, C2","Sousa plumbea, Balaenoptera edeni, Tursiops aduncus, Delphinus delphis, Arctocephalus pusillus","Megaptera novaeangliae, Eubalaena australis, Orcinus orca","South Africa"
"IMMA","Western Indian Ocean and Arabian Seas","Nakhiloo Coastal Waters IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/nakhiloo-coastal-waters/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, C1","Sousa plumbea, Neophocaena phocaenoides","Balaenoptera edeni, Stenella longirostris, Delphinus delphis","Iran (Islamic Republic of)"
"IMMA","Western Indian Ocean and Arabian Seas","Southern Egyptian Red Sea Bays, Offshore Reefs and Islands IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/southern-egyptian-red-sea-bays-offshore-reefs-islands/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, B2, C1","Dugong dugon, Sousa plumbea, Grampus griseus, Stenella longirostris, Tursiops aduncus, Tursiops truncatus","Balaenoptera edeni, Pseudorca crassidens","Egypt, Sudan (Republic of)"
"IMMA","Western Indian Ocean and Arabian Seas","Kisite-Shimoni IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/kisite-shimoni/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, C1","Tursiops aduncus, Sousa plumbea, Megaptera novaeangliae","Dugong dugon, Stenella longirostris","Keyna, Tanzania (United Republic of)"
"IMMA","Western Indian Ocean and Arabian Seas","Menai Bay IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/menai-bay/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, C2","Tursiops aduncus, Sousa plumbea","Megaptera novaeangliae, Tursiops truncatus","Tanzania (United Republic of)"
"IMMA","Western Indian Ocean and Arabian Seas","Cape Coastal Waters IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/cape-coastal-waters/"" rel="""" target=""_blank"">Read full IMMA summary</a>","B2, C1","Eubalaena australis","Sousa plumbea, Tursiops truncatus","South Africa"
"IMMA","Western Indian Ocean and Arabian Seas","Northern Gulf and Confluence of Tigris, Euphrates and Kuran IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/northern-gulf-confluence-tigris-euphrates-kuran/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1","Sousa plumbea","Neophocaena phocaenoides, Tursiops aduncus","Iran (Islamic Republic of), Iraq, Kuwait"
"IMMA","Western Indian Ocean and Arabian Seas","Farasan Archipelago IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/farasan-archipelago/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B2, C2","Balaenoptera edeni, Sousa plumbea, Stenella longirostris, Tursiops aduncus, Dugong dugon","Orcinus orca","Saudi Arabia, Yemen"
"IMMA","Western Indian Ocean and Arabian Seas","Gulf of Kutch IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/gulf-kutch/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, C2","Dugong dugon, Sousa plumbea","Neophocaena phocaenoides","India"
"IMMA","Western Indian Ocean and Arabian Seas","Indus Estuary and Creeks IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/indus-estuary-creeks/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1","Sousa plumbea, Neophocaena phocaenoides","Tursiops aduncus","India, Pakistan"
"IMMA","Western Indian Ocean and Arabian Seas","Miani Hor IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/miani-hor/"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1","Sousa plumbea, Neophocaena phocaenoides","Tursiops aduncus","Pakistan"
"IMMA","Western Indian Ocean and Arabian Seas","Madagascar Ridge IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/madagascar-ridge-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B2, C2, C3, D2","Physeter macrocephalus, Megaptera novaeangliae, Eubalaena australis, Balaenoptera musculus, Balaenoptera edeni, Balaenoptera physalus, Balaenoptera bonaerensis, Balaenoptera borealis, Pseudorca crassidens, Caperea marginata, Berardius arnuxii, Ziphius cavirostris, Hyperoodon planifrons, Mesoplodon grayi, Mesoplodon layardii, Orcinus orca, Delphinus delphis, Stenella attenuata, Stenella coeruleoalba, Tursiops truncatus, Grampus griseus, Lagenodelphis hosei, Steno bredanensis","","Madagascar, Areas Beyond National Jurisdiction"
"IMMA","Western Indian Ocean and Arabian Seas","Central Mozambique Channel and Western Madagascar IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/northern-adriatic-and-dalmatian-archipelago-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B2, C2, C3, D2","Physeter macrocephalus, Megaptera novaeangliae, Balaenoptera musculus, Tursiops aduncus, Tursiops truncatus, Stenella longirostris, Stenella attenuata, Sousa plumbea, Peponocephala electra, Dugong dugon, Pseudorca crassidens, Grampus griseus, Feresa attenuata, Lagenodelphis hosei, Ziphius cavirostris, Mesoplodon densirostris, Kogia sima, Globicephala macrorhynchus","","France, Madagascar"
"IMMA","Western Indian Ocean and Arabian Seas","Lakshadweep Archipelago IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/lakshadweep-archipelago"" rel="""" target=""_blank"">Read full IMMA summary</a>","D2","Tursiops aduncus, Stenella longirostris, Tursiops truncatus, Globicephala macrorhynchus, Grampus griseus, Stenella attenuata, Stenella coeruleoalba, Pseudorca crassidens, Feresa attenuata, Kogia sima, Physeter macrocephalus, Ziphius cavirostris, Orcinus orca, Balaenoptera musculus","","India"
"IMMA","Western Indian Ocean and Arabian Seas","Shelf Waters of Southern Madagascar IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/shelf-waters-southern-madagascar/"" rel="""" target=""_blank"">Read full IMMA summary</a>","B2, C1, C2","Megaptera novaeangliae","","Madagascar"
"IMMA","North West Atlantic Ocean and Wider Caribbean","Somers Isles and Adjacent Seamounts IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/somers-isles-and-adjacent-seamounts-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","B2, C1, C2, C3","Megaptera novaeangliae","Physeter macrocephalus, Tursiops truncatus, Ziphius cavirostris","Bermuda - United Kingdom"
"IMMA","North West Atlantic Ocean and Wider Caribbean","Southern Newfoundland Shelf IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/southern-newfoundland-shelf-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B2, C1, C2, D2","Balaenoptera musculus, Balaenoptera physalus, Megaptera novaeangliae, Orcinus orca, Phoca vitulina, Physeter macrocephalus, Balaenoptera acutorostrata, Delphinus delphis, Globicephala melas, Halichoerus grypus, Lagenorhynchus acutus, Lagenorhynchus albirostris, Phocoena phocoena","","Canada, France"
"IMMA","North West Atlantic Ocean and Wider Caribbean","Bay of Fundy IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/bay-of-fundy-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B2, C2, D2","Balaenoptera acutorostrata, Balaenoptera borealis, Balaenoptera physalus, Eubalaena glacialis, Globicephala melas, Halichoerus grypus, Lagenorhynchus acutus, Lagenorhynchus albirostris, Megaptera novaeangliae, Phoca vitulina, Phocoena phocoena","Balaenoptera musculus, Orcinus orca, Physeter macrocephalus","Canada, United States of America"
"IMMA","North West Atlantic Ocean and Wider Caribbean","Cape Breton Trough IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/cape-breton-trough-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B2, C1, C2, D2","Balaenoptera acutorostrata, Balaenoptera musculus, Balaenoptera physalus, Delphinus delphis, Eubalaena glacialis, Globicephala melas, Lagenorhynchus acutus, Lagenorhynchus albirostris, Megaptera novaeangliae, Phocoena phocoena, Cystophora cristata, Halichoerus grypus, Pagophilus groenlandicus, Phoca vitulina vitulina","","Canada"
"IMMA","North West Atlantic Ocean and Wider Caribbean","Western and Central Scotian Shelf Basins IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/western-and-central-scotian-shelf-basins-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B2, C2","Eubalaena glacialis","Balaenoptera acutorostrata, Balaenoptera borealis, Balaenoptera musculus, Balaenoptera physalus, Delphinus delphis, Globicephala melas, Lagenorhynchus acutus, Lagenorhynchus albirostris, Megaptera novaeangliae, Physeter macrocephalus, Phocoena phocoena","Canada"
"IMMA","North West Atlantic Ocean and Wider Caribbean","Mécatina Trough and Strait of Belle Isle IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/mecatina-trough-and-strait-of-belle-isle-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B2, C1, C2, C3, D2","Balaenoptera physalus, Cystophora cristata, Megaptera novaeangliae, Pagophilus groenlandicus, Balaenoptera acutorostrata, Balaenoptera musculus, Delphinus delphis, Globicephala melas, Halichoerus grypus, Lagenorhynchus acutus, Lagenorhynchus albirostris, Orcinus orca, Phoca vitulina, Phocoena phocoena","","Canada"
"IMMA","North West Atlantic Ocean and Wider Caribbean","St. Lawrence Estuary  IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/st-lawrence-estuary-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B2, C1, C2, D1","Delphinapterus leucas, Phoca vitulina","Balaenoptera acutorostrata, Balaenoptera musculus, Balaenoptera physalus, Cystophora crystata, Halichoerus grypus, Lagenorhynchus acutus ,Megaptera novaeangliae, Pagophilus groenlandicus, Phocoena phocoena","Canada"
"IMMA","North West Atlantic Ocean and Wider Caribbean","Sable Island Grey Seal Breeding Area IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/sable-island-grey-seal-breeding-area-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","B2, C1","Halichoerus grypus","","Canada"
"IMMA","North West Atlantic Ocean and Wider Caribbean","Sackville Spur and Orphan Basin IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/sackville-spur-and-orphan-basin-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B2, C2, D2","Balaenoptera acutorostrata, Balaenoptera borealis, Balaenoptera physalus, Balaenoptera musculus, Globicephala melas, Hyperoodon ampullatus, Lagenorhynchus acutus, Megaptera novaeangliae, Mesoplodon bidens, Physeter macrocephalus, Ziphius cavirostris","Delphinus delphis, Lagenorhynchus albirostris, Phocoena phocoena, Orcinus orca, Tursiops truncatus","Canada, Areas Beyond National Jurisdiction"
"IMMA","North West Atlantic Ocean and Wider Caribbean","Eastern Scotian Slope Canyons IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/eastern-scotian-slope-canyons-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, B2, C2, D1, D2","Balaenoptera borealis, Balaenoptera musculus, Balaenoptera physalus, Globicephala melas, Hyperoodon ampullatus, Lagenorhynchus acutus, Megaptera novaeangliae, Mesoplodon bidens, Physeter macrocephalus, Stenella coeruleoalba, Delphinus delphis, Ziphius cavirostris","Tursiops truncatus, Grampus griseus","Canada"
"IMMA","North West Atlantic Ocean and Wider Caribbean","St. Vincent-Bequia Channel IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/st-vincent-bequia-channel-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","B2","Kogia sima","Feresa attenuata, Globicephala macrorhynchus, Lagenodelphis hosei, Megaptera novaengliae, Mesoplodon europeaeus, Orcinus orca, Physeter macrocephalus, Pseudorca crassidens, Stenella attenuata, Stenella clymene, Stenella frontalis, Stenella longirostris, Ziphius cavirostris","Saint Vincent and the Grenadines"
"IMMA","North West Atlantic Ocean and Wider Caribbean","Northern Sargasso Sea IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/northern-sargasso-sea-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B2, C2","Physeter macrocephalus","Balaenoptera musculus, Balaenoptera physalus, Delphinus delphis, Grampus griseus, Megaptera novaeangliae, Senella coeruleoalba, Stenella frontalis","Bermuda - United Kingdom, Canada, United States of America,  Areas Beyond National Jurisdiction"
"IMMA","North West Atlantic Ocean and Wider Caribbean","Southeast Shoal of Grand Banks IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/southeast-shoal-of-grand-banks-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","B2, C2","Lagenorhynchus albirostris, Megaptera novaeangliae","Balaenoptera acutorostrata, Balaenoptera physalus, Globicephala melas, Delphinus delphis, Lagenorhynchus acutus, Orcinus orca","Canada, Areas Beyond National Jurisdiction"
"IMMA","North West Atlantic Ocean and Wider Caribbean","Eastern Caribbean Islands IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/eastern-caribbean-islands-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, B2, D2","Balaenoptera brydei, Feresa attenuata, Globicephala macrorhynchus, Grampus griseus, Kogia breviceps, Kogia sima, Lagenodelphis hosei, Megaptera novaeangliae, Mesoplodon densirostris, Mesoplodon europaeus, Orcinus orca, Peponocephala electra, Physeter macrocephalus, Pseudorca crassidens, Stenella attenuata, Stenella clymene, Stenella coeruleoalba, Stenella frontalis, Stenella longirostris, Steno bredanensis, Tursiops truncatus, Ziphius cavirostris","Balaenoptera borealis","British Virgin Islands - United Kingdom, Anguilla - United Kingdom, Saint Kitts and Nevis, Antigua and Barbuda, Montserrat - United Kingdom, Saint Lucia, Dominica, Barbados, Grenada, Trinidad and Tobago, Saint Vincent and the Grenadines, Saint Martin - France, Sint Maarten - Netherlands, Saba - Netherlands, Sint-Eustatius - Netherlands, Guadeloupe - France, Martinique - France, United States Virgin Islands - United States, Saint Barthélemy - France"
"IMMA","North West Atlantic Ocean and Wider Caribbean","Maracaibo Lake System IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/maracaibo-lake-system-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B2, C1, C2","Sotalia guianensis, Trichechus manatus manatus","Tursiops truncatus","Colombia, Venezuela (Bolivarian Republic of)"
"IMMA","North West Atlantic Ocean and Wider Caribbean","Punta Mona to Bocas del Toro Archipelago IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/punta-mona-to-bocas-del-toro-archipelago-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, C2, D1","Tursiops truncatus, Sotalia guianensis, Trichechus manatus manatus","","Costa Rica, Panama"
"IMMA","North West Atlantic Ocean and Wider Caribbean","Mesoamerican Barrier Reef IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/mesoamerican-barrier-reef-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B2, C1, C2","Trichechus manatus manatus","Tursiops truncatus","Belize, Guatemala, Mexico"
"IMMA","North West Atlantic Ocean and Wider Caribbean","Cayo Miskito IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/cayo-miskito-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, C2","Sotalia guianensis, Trichechus manatus manatus","Tursiops truncatus","Nicaragua, Honduras"
"IMMA","North West Atlantic Ocean and Wider Caribbean","Gulf of Mexico Outer Continental Shelf and Continental Slope IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/gulf-of-mexico-outer-continental-shelf-and-continental-slope-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, B2, D2","Balaenoptera ricei, Physeter macrocephalus, Kogia sima, Kogia breviceps, Ziphius cavirostris, Mesoplodon europaeus, Mesoplodon densirostris, Peponocephala electra, Feresa attenuata, Pseudorca crassidens, Orcinus orca, Globicephala macrorhynchus, Grampus griseus, Steno bredanensis, Lagenodelphis hosei, Stenella attenuata, Stenella frontalis, Stenella coeruleoalba, Stenella longirostris, Stenella clymene, Tursiops truncatus","","Mexico, United States of America, Cuba"
"IMMA","North West Atlantic Ocean and Wider Caribbean","Borikén IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/boriken-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, C1, C3, D1, D2","Trichechus manatus manatus, Megaptera novaeangliae, Globicephala macrorhynchus, Stenella longirostris, Steno bredanensis, Tursiops truncatus, Physeter macrocephalus","Balaenoptera acutorostrata, Kogia breviceps, Kogia sima, Ziphius cavirostris, Mesoplodon europaeus, Mesoplodon densirostris, Orcinus orca, Pseudorca crassidens, Feresa attenuata, Peponocephala electra, Grampus griseus, Stenella frontalis, Stenella attenuata, Stenella coeruleoalba, Lagenodelphis hosei, Cystophora cristata","Puerto Rico - United States"
"IMMA","North West Atlantic Ocean and Wider Caribbean","Lucayan Archipelago IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/lucayan-archipelago-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, B2, C1, D1, D2","Globicephala macrorhynchus, Kogia breviceps, Kogia sima, Lagenodelphis hosei, Megaptera novaeangliae, Mesoplodon densirostris, Mesoplodon europaeus, Orcinus orca, Peponocephala electra, Physeter macrocephalus, Grampus griseus, Stenella attenuata, Stenella frontalis, Steno bredanensis, Trichechus manatus, Tursiops truncatus, Ziphius cavirostris","Balaenoptera acutorostrata, Balaenoptera edeni, Balaenoptera physalus, Delphinus delphis, Feresa attenuata, Pseudorca crassidens, Stenella clymene, Stenella coeruleoalba, Stenella longirostris longirostris","Bahamas, Turks and Caicos Islands - United Kingdom, Cuba, Dominican Republic, United States of America"
"IMMA","North West Atlantic Ocean and Wider Caribbean","Southern Caribbean Upwelling System IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/southern-caribbean-upwelling-system-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, C1, C2, D1, D2","Balaenoptera edeni, Delphinus delphis, Physeter macrocephalus, Globicephala macrorhynchus, Orcinus orca, Sotalia guianensis, Stenella attenuata, Stenella frontalis, Stenella longirostris, Steno bredanensis, Tursiops truncatus, Megaptera novaeangliae","Feresa attenuata, Grampus griseus, Kogia sima, Mesoplodon europaeus, Trichechus manatus manatus, Peponocephala electra, Pseudorca crassidens, Stenella clymene, Stenella coeruleoalba, Ziphius cavirostris","Grenada, Trinidad and Tobago, Colombia, Venezuela (Bolivarian Republic of), Curaçao - Netherlands, Aruba - Netherlands, Bonaire- Netherlands"
"IMMA","North West Atlantic Ocean and Wider Caribbean","West Indies Humpback Whale Breeding Ground IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/west-indies-humpback-whale-breeding-ground-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","C1","Megaptera novaeangliae","Feresa attenuata, Globicephala macrorhynchus, Grampus griseus, Kogia breviceps, Kogia sima, Lagenodelphis hosei, Orcinus orca, Peponocephala electra, Physeter macrocephalus, Pseudorca crassidens, Stenella attenuata, Stenella clymene, Stenella coeruleoalba, Stenella frontalis, Stenella longirostris, Steno bredanensis, Tursiops truncatus, Ziphius cavirostris, Balaenoptera brydei, Delphinus delphis, Mesoplodon densirostris, Mesoplodon europaeus, Balaenoptera acutorostrata, Balaenoptera physalus, Balaenoptera borealis, Trichechus manatus","Bahamas, Turks and Caicos Islands - United Kingdom, Cuba, Haiti, Dominican Republic, British Virgin Islands - United Kingdom, Anguilla - United Kingdom, Saint Kitts and Nevis, Antigua and Barbuda, Montserrat - United Kingdom, Saint Lucia, Dominica, Barbados, Grenada, Trinidad and Tobago, Saint Vincent and the Grenadines, Venezuela (Bolivarian Republic of), Saint Martin - France,  Saba - Netherlands, Sint-Eustatius - Netherlands, Guadeloupe - France, Martinique - France, Puerto Rico - United States, United States Virgin Islands - United States, Saint Barthélemy - France"
"IMMA","North West Atlantic Ocean and Wider Caribbean","Campeche and Tabasco Lagoon System IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/campeche-and-tabasco-lagoon-system-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A1, B1, B2, D1","Tursiops truncatus, Trichechus manatus manatus","","Mexico"
"IMMA","North West Atlantic Ocean and Wider Caribbean","Lake Gatun and Panama Canal IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/lake-gatun-and-panama-canal-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1","Trichechus manatus manatus","","Panama"
