"Area status","Region","Title","Details","Criteria","Qualifying Species","Supporting Species","jurisdiction"
"IMMA","North West Atlantic Ocean and Wider Caribbean","Southern Labrador Pack Ice Whelping Area IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/southern-labrador-pack-ice-whelping-area-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, C1, C2","Pagophilus groenlandicus, Cystophora cristata, Ursus maritimus","","Canada"
"IMMA","North West Atlantic Ocean and Wider Caribbean","North Atlantic Humpback Whale Migratory Corridor IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/north-atlantic-humpback-whale-migratory-corridor-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","C3","Megaptera novaeangliae","","Iceland, Ireland, Norway, Russian Federation, United Kingdom of Great Britain and Northern Ireland, Portugal, Bermuda - United Kingdom, Dominican Republic, British Virgin Islands - United Kingdom , Anguilla - United Kingdom, Antigua and Barbuda, Dominica, Faroe Islands - Denmark, Greenland, United States of America, Canada, Saint Pierre and Miquelon - France, Guadeloupe - France, Martinique - France, Puerto Rico - United States, United States Virgin Islands - United States, Svalbard - Norway, Jan Mayen - Norway, Areas Beyond National Jurisdiction"
"IMMA","North West Atlantic Ocean and Wider Caribbean","Cabot Strait IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/cabot-strait-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, C3, D2","Balaenoptera acutorostrata, Balaenoptera musculus, Balaenoptera physalus, Cystophora cristata, Eubalaena glacialis, Halichoerus grypus, Megaptera novaeangliae, Pagophilus groenlandicus, Delphinus delphis, Globicephala melas, Lagenorhynchus acutus, Lagenorhynchus albirostris, Orcinus orca, Phocoena phocoena","","Canada"
"IMMA","North West Atlantic Ocean and Wider Caribbean","Gulf of Maine and Georges Bank IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/gulf-of-maine-and-georges-bank-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B2, C1, C2, C3, D2","Balaenoptera acutorostrata, Balaenoptera borealis, Balaenoptera physalus, Delphinus delphis, Eubalaena glacialis, Globicephala melas, Grampus griseus, Halichoerus grypus, Lagenorhynchus acutus, Megaptera novaeangliae, Phoca vitulina, Phocoena phocoena, Physeter macrocephalus, Tursiops truncatus","Balaenoptera musculus, Orcinus orca","Canada, United States of America"
"IMMA","North West Atlantic Ocean and Wider Caribbean","Cape Hatteras Shelf Break Point IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/cape-hatteras-shelf-break-point-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B2, C2, D2","Balaenoptera acutorostrata, Balaenoptera physalus, Delphinus delphis, Globicephala macrorhynchus, Grampus griseus, Hyperoodon ampullatus, Lagenodelphis hosei, Megaptera novaeangliae, Mesoplodon europaeus, Peponocephala electra, Physeter macrocephalus, Pseudorca crassidens, Stenella attenuata, Stenella clymene, Stenella coeruleoalba, Stenella frontalis, Stenella longirostris, Steno bredanensis, Tursiops truncatus truncatus, Ziphius cavirostris","Balaenoptera musculus, Eubalaena glacialis, Feresa attenuata, Kogia breviceps, Kogia sima, Orcinus orca","United States of America"
"IMMA","North West Atlantic Ocean and Wider Caribbean","Northwestern and Southern Gulf of St. Lawrence IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/northwestern-and-southern-gulf-of-st-lawrence-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B2, C1, C2, D2","Balaenoptera musculus, Balaenoptera physalus, Cystophora cristata, Eubalaena glacialis, Megaptera novaeangliae, Pagophilus groenlandicus, Phocoena phocoena, Balaenoptera acutorostrata, Delphinapterus leucas, Globicephala melas, Halichoerus grypus, Lagenorhynchus acutus, Lagenorhynchus albirostris, Phoca vitulina, Physeter macrocephalus","","Canada"
"IMMA","North West Atlantic Ocean and Wider Caribbean","Northwest Atlantic Canyon and Slope System IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/northwest-atlantic-canyon-and-slope-system-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, C2, D2","Balaenoptera borealis, Balaenoptera musculus, Balaenoptera physalus, Delphinus delphis, Eubalaena glacialis, Globicephala macrorhynchus, Globicephala melas, Grampus griseus, Hyperoodon ampullatus, Kogia breviceps, Kogia sima, Lagenorhynchus acutus, Megaptera novaeangliae, Mesoplodon bidens, Mesoplodon europaeus, Mesoplodon mirus, Physeter macrocephalus, Stenella clymene, Stenella coeruleoalba, Stenella frontalis, Tursiops truncatus, Ziphius cavirostris","Balaenoptera acutorostrata, Mesoplodon densirostris, Orcinus orca","Canada, United States of America, Saint Pierre and Miquelon - France,  Areas Beyond National Jurisdiction"
"IMMA","North West Atlantic Ocean and Wider Caribbean","Georges Bank Canyons and Bear Seamount IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/georges-bank-canyons-and-bear-seamount-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B2, C2, D2","Balaenoptera acutorostrata, Balaenoptera borealis, Balaenoptera physalus, Delphinus delphis, Eubalaena glacialis, Globicephala macrorhynchus, Globicephala melas, Grampus griseus, Hyperoodon ampullatus, Kogia spp., Lagenorhynchus acutus, Megaptera novaeangliae, Mesoplodon bidens, Mesoplodon mirus, Physeter macrocephalus, Stenella coeruleoalba, Stenella frontalis, Tursiops truncatus, Ziphius cavirostris","Balaenoptera musculus","Canada, United States of America, Areas Beyond National Jurisdiction"
"IMMA","North West Atlantic Ocean and Wider Caribbean","Coabana IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/coabana-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B2, C1, C2","Trichechus manatus manatus","Megaptera novaeangliae, Balenoptera physalus, Balaenoptera edeni, Physeter macrocephalus, Kogia breviceps, Kogia sima, Ziphius cavirostris, Mesoplodon europaeus, Mesoplodon densirostris, Oricinus orca, Pseudorca crassidens, Feresa attenuata, Globicephala macrorhynchus, Grampus griseus, Stenella frontalis, Stenella attenuata, Stenella longirostris, Steno bredanensis, Tursiops truncatus","Cuba"
"IMMA","North West Atlantic Ocean and Wider Caribbean","Florida Keys IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/florida-keys-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, B2, C2","Trichechus manatus latirostris, Tursiops truncatus","","United States of America"
"IMMA","North West Atlantic Ocean and Wider Caribbean","Texas Coastal Bend IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/texas-coastal-bend-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","B1, B2","Tursiops truncatus","","United States of America"
"IMMA","North West Atlantic Ocean and Wider Caribbean","West Florida Seagrass Beds IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/west-florida-seagrass-beds-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, B2","Trichechus manatus latirostris, Tursiops truncatus","","United States of America"
"IMMA","North West Atlantic Ocean and Wider Caribbean","Mid-Atlantic Bight IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/mid-atlantic-bight-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B2, C2, C3, D2","Balaenoptera acutorostrata, Balaenoptera borealis, Balaenoptera physalus, Eubalaena glacialis, Megaptera novaeangliae, Delphinus delphis, Globicephala macrorhynchus, Globicephala melas, Grampus griseus, Lagenorhynchus acutus, Phocoena phocoena, Physeter macrocephalus, Stenella frontalis, Tursiops erebennus, Tursiops truncatus","Phoca vitulina, Halichoerus grypus","United States of America"
"IMMA","North West Atlantic Ocean and Wider Caribbean","Northern Gulf of Mexico Bays, Sounds and Estuaries IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/northern-gulf-of-mexico-bays-sounds-and-estuaries-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","B2","Tursiops truncatus","","United States of America"
"IMMA","North West Atlantic Ocean and Wider Caribbean","East Florida Warm Water Refuges IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/east-florida-warm-water-refuges-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, B2","Trichechus manatus latirostris, Tursiops truncatus","Tursiops erebennus","United States of America"
"IMMA","North West Atlantic Ocean and Wider Caribbean","Alvarado Inland and Coastal Waters and Veracruz Reef System IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/alvarado-inland-and-coastal-waters-and-veracruz-reef-system-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1","Tursiops truncatus, Trichechus manatus manatus","Steno bredanensis, Stenella frontalis","Mexico"
"IMMA","North West Atlantic Ocean and Wider Caribbean","Urabá to Morrosquillo IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/uraba-to-morrosquillo-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B1, C2, D2","Physeter macrocephalus, Sotalia guianensis, Stenella attenuata, Stenella frontalis, Stenella longirostris, Trichechus manatus manatus, Tursiops truncatus","Balaenoptera edeni, Balaenoptera musculus, Balaenoptera physalus, Delphinus delphis, Globicephala macrorhynchus, Kogia breviceps, Megaptera novaeangliae, Mesoplodon europaeus, Orcinus orca, Peponocephala electra, Pseudorca crassidens, Stenella clymene, Stenella coeruleoalba, Ziphius cavirostris","Colombia"
"IMMA","North West Atlantic Ocean and Wider Caribbean","South Atlantic Bight IMMA","<a data-content=""Read full IMMA summary"" href=""https://www.marinemammalhabitat.org/factsheets/south-atlantic-bight-imma"" rel="""" target=""_blank"">Read full IMMA summary</a>","A, B2, C1","Eubalaena glacialis, Tursiops truncatus","Megaptera novaeangliae, Stenella frontalis","United States of America"
"AoI","Australia-New Zealand and South East Indian Ocean","Rekohu - Chatham Rise AoI","<a data-content=""Requires more data"" href=""https://www.marinemammalhabitat.org/immas/imma-definitions/"" rel="""" target=""_blank"">Requires more data</a>","Unconfirmed - pending further assessment","Unconfirmed - pending further assessment","Globicephala melas, Physeter macrocephalus, Mesoplodon grayi, Arctocephalus forsteri, Mesoplodon layardii, Ziphius cavirostris","New Zealand"
"AoI","Australia-New Zealand and South East Indian Ocean","Northland - Three Kings AoI","<a data-content=""Requires more data"" href=""https://www.marinemammalhabitat.org/immas/imma-definitions/"" rel="""" target=""_blank"">Requires more data</a>","Unconfirmed - pending further assessment","Unconfirmed - pending further assessment","Physeter macrocephalus, Eubalaena australis, Tursiops truncatus, Balaenoptera edeni, Orcinus orca","New Zealand"
"AoI","Australia-New Zealand and South East Indian Ocean","Southeast South Island Slope & Canyon System AoI","<a data-content=""Requires more data"" href=""https://www.marinemammalhabitat.org/immas/imma-definitions/"" rel="""" target=""_blank"">Requires more data</a>","Unconfirmed - pending further assessment","Unconfirmed - pending further assessment","Physeter macrocephalus, Tasmacetus shepherdi, Phocarctos hookeri, Cephalorhynchus hectori, Lagenorhynchus obscurus","New Zealand"
"AoI","Australia-New Zealand and South East Indian Ocean","Northern Territory AoI","<a data-content=""Requires more data"" href=""https://www.marinemammalhabitat.org/immas/imma-definitions/"" rel="""" target=""_blank"">Requires more data</a>","Unconfirmed - pending further assessment","Unconfirmed - pending further assessment","Orcaella heinsohni, Sousa sahulensis, Tursiops aduncus, Pseudorca crassidens","Australia"
"AoI","Australia-New Zealand and South East Indian Ocean","Northwest Australian Shelf Seamounts AoI","<a data-content=""Requires more data"" href=""https://www.marinemammalhabitat.org/immas/imma-definitions/"" rel="""" target=""_blank"">Requires more data</a>","Unconfirmed - pending further assessment","Unconfirmed - pending further assessment","Balaenoptera musculus, Balaenoptera edeni, Physeter macrocephalus, Kogia sima","Australia"
"AoI","Australia-New Zealand and South East Indian Ocean","Southern Australian Slope and Canyon System AoI","<a data-content=""Requires more data"" href=""https://www.marinemammalhabitat.org/immas/imma-definitions/"" rel="""" target=""_blank"">Requires more data</a>","Unconfirmed - pending further assessment","Unconfirmed - pending further assessment","Physeter macrocephalus, Arctocephalus forsteri, Balaenoptera musculus, Balaenoptera borealis","Australia"
"AoI","Australia-New Zealand and South East Indian Ocean","Western Chatham Rise AoI","<a data-content=""Requires more data"" href=""https://www.marinemammalhabitat.org/immas/imma-definitions/"" rel="""" target=""_blank"">Requires more data</a>","Unconfirmed - pending further assessment","Unconfirmed - pending further assessment","Arctocephalus forsteri, Globicephala melas, Physeter macrocephalus, Mesoplodon grayi","New Zealand"
"AoI","Australia-New Zealand and South East Indian Ocean","Subtropical Convergence Zone AoI","<a data-content=""Requires more data"" href=""https://www.marinemammalhabitat.org/immas/imma-definitions/"" rel="""" target=""_blank"">Requires more data</a>","Unconfirmed - pending further assessment","Unconfirmed - pending further assessment","Balaenoptera musculus, Physeter macrocephalus, Eubalaena australis","Australia, Areas Beyond National Jurisdiction"
"AoI","Australia-New Zealand and South East Indian Ocean","West Coast, South Island AoI","<a data-content=""Requires more data"" href=""https://www.marinemammalhabitat.org/immas/imma-definitions/"" rel="""" target=""_blank"">Requires more data</a>","Unconfirmed - pending further assessment","Unconfirmed - pending further assessment","Cephalorhynchus hectori, Arctocephalus forsteri, Physeter macrocephalus","New Zealand"
"AoI","Australia-New Zealand and South East Indian Ocean","Cocos Keeling Islands AoI","<a data-content=""Requires more data"" href=""https://www.marinemammalhabitat.org/immas/imma-definitions/"" rel="""" target=""_blank"">Requires more data</a>","Unconfirmed - pending further assessment","Unconfirmed - pending further assessment","Tursiops aduncus, Stenella longirostris","Cocos (Keeling) Islands - Australia"
"AoI","Australia-New Zealand and South East Indian Ocean","Perth Bunbury Coastal Network AoI","<a data-content=""Requires more data"" href=""https://www.marinemammalhabitat.org/immas/imma-definitions/"" rel="""" target=""_blank"">Requires more data</a>","Unconfirmed - pending further assessment","Unconfirmed - pending further assessment","Tursiops aduncus, Neophoca cinerea","Australia"
"AoI","Australia-New Zealand and South East Indian Ocean","Christmas Island AoI","<a data-content=""Requires more data"" href=""https://www.marinemammalhabitat.org/immas/imma-definitions/"" rel="""" target=""_blank"">Requires more data</a>","Unconfirmed - pending further assessment","Unconfirmed - pending further assessment","Stenella longirostris","Christmas Island"
"AoI","Australia-New Zealand and South East Indian Ocean","Exmouth and Wallaby Plateaux Offshore Western Australia AoI","<a data-content=""Requires more data"" href=""https://www.marinemammalhabitat.org/immas/imma-definitions/"" rel="""" target=""_blank"">Requires more data</a>","Unconfirmed - pending further assessment","Unconfirmed - pending further assessment","Physeter macrocephalus","Australia, Areas Beyond National Jurisdiction"
"AoI","Australia-New Zealand and South East Indian Ocean","Fiordland AoI","<a data-content=""Requires more data"" href=""https://www.marinemammalhabitat.org/immas/imma-definitions/"" rel="""" target=""_blank"">Requires more data</a>","Unconfirmed - pending further assessment","Unconfirmed - pending further assessment","Tursiops truncatus","Australia"
